LCSC Part#,MPN,Manufacturer,Datasheet,Availability,Pricing($),Minimum,Multiples,Product Detail,Package,Packaging,Number of Lines,Impedance @ Frequency,Tolerance,DC Resistance(DCR),Current Rating,Operating Temperature
C275482,MPZ1608D600BTA00,TDK,https://datasheet.lcsc.com/datasheet/pdf/5525eadde63874e80c8e8f485485d5a6.pdf?productCode=C275482,3600,0.0237,10,10,https://www.lcsc.com/product-detail/C275482.html,0603,Tape & Reel (TR),1,60Ω@100MHz,±25%,100mΩ,1.2A,-55℃~+125℃
C88975,BLM18BB220SN1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/2d503a4b167da9bb5d0eb4a3fa711314.pdf?productCode=C88975,3600,0.0214,50,50,https://www.lcsc.com/product-detail/C88975.html,0603,Tape & Reel (TR),1,22Ω@100MHz,±25%,200mΩ,700mA,-55℃~+125℃
C2661642,BLM18KG101JH1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/0b4a23897cfbfcb266e74774e445a0ee.pdf?productCode=C2661642,3590,0.0664,10,10,https://www.lcsc.com/product-detail/C2661642.html,0603,Tape & Reel (TR),1,100Ω@100MHz,±25%,30mΩ,1.9A,-55℃~+150℃
C5657097,ILHB0603ER600V,VISHAY,https://datasheet.lcsc.com/datasheet/pdf/0e80d42187710da036b599a82011b0cd.pdf?productCode=C5657097,3565,0.0795,5,5,https://www.lcsc.com/product-detail/C5657097.html,0603,Tape & Reel (TR),1,60Ω@100MHz,±25%,100mΩ,3A,-55℃~+125℃
C527614,BLM21BD182SN1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/02bfc87a298765c48304c1f74ec446b1.pdf?productCode=C527614,3560,0.1033,10,10,https://www.lcsc.com/product-detail/C527614.html,0805,Tape & Reel (TR),1,1.8kΩ@100MHz,±25%,500mΩ,250mA,-55℃~+125℃
C701307,BLM15BB050SN1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/f9ac50304e05b2702008f07ca258ce9a.pdf?productCode=C701307,3550,0.0105,50,50,https://www.lcsc.com/product-detail/C701307.html,0402,Tape & Reel (TR),1,5Ω@100MHz,±25%,80mΩ,500mA,-55℃~+125℃
C2661564,MMZ1608D121BTD25,TDK,https://datasheet.lcsc.com/datasheet/pdf/fab8d2d2124d001f5f7e194a14e1d56a.pdf?productCode=C2661564,3520,0.0259,20,20,https://www.lcsc.com/product-detail/C2661564.html,0603,Tape & Reel (TR),1,120Ω@100MHz,±25%,300mΩ,400mA,-55℃~+125℃
C404679,MPZ1608Y600BTD25,TDK,https://datasheet.lcsc.com/datasheet/pdf/f736b4933bebc4d7fd9d10965ffea16d.pdf?productCode=C404679,3500,0.0192,20,20,https://www.lcsc.com/product-detail/C404679.html,0603,Tape & Reel (TR),1,60Ω@100MHz,±25%,30mΩ,2.3A,-55℃~+125℃
C6752654,BLM21AG121SZ1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/8f54a8e4418ebb646e8c33ddb76562e0.pdf?productCode=C6752654,3475,0.0892,5,5,https://www.lcsc.com/product-detail/C6752654.html,0805,Tape & Reel (TR),1,120Ω@100MHz,±25%,90mΩ,1A,-55℃~+125℃
C2661844,MMZ1608A222BTD25,TDK,https://datasheet.lcsc.com/datasheet/pdf/fab8d2d2124d001f5f7e194a14e1d56a.pdf?productCode=C2661844,3460,0.0182,20,20,https://www.lcsc.com/product-detail/C2661844.html,0603,Tape & Reel (TR),1,2.2kΩ@100MHz,±25%,800mΩ,200mA,-55℃~+125℃
C433032,MMZ1608Y300BTD25,TDK,https://datasheet.lcsc.com/datasheet/pdf/fab8d2d2124d001f5f7e194a14e1d56a.pdf?productCode=C433032,3440,0.0274,20,20,https://www.lcsc.com/product-detail/C433032.html,0603,Tape & Reel (TR),1,30Ω@100MHz,±25%,50mΩ,1.5A,-55℃~+125℃
C882614,BLM21SP111SN1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/99388fefc9345d5e29185e2d666a1363.pdf?productCode=C882614,3435,0.3711,5,5,https://www.lcsc.com/product-detail/C882614.html,0805,Tape & Reel (TR),1,110Ω@100MHz,±25%,13mΩ,5A,-55℃~+125℃
C524531,BLM21AG601SZ1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/2112cb1c85cfd15d2cf822633f1226f3.pdf?productCode=C524531,3425,0.1498,5,5,https://www.lcsc.com/product-detail/C524531.html,0805,Tape & Reel (TR),1,600Ω@100MHz,±25%,210mΩ,700mA,-55℃~+125℃
C337882,BLM21AG102SH1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/2b9f35c7e82519eec2c7437ad76c70ed.pdf?productCode=C337882,3420,0.0398,10,10,https://www.lcsc.com/product-detail/C337882.html,0805,Tape & Reel (TR),1,1kΩ@100MHz,±25%,280mΩ,600mA,-55℃~+125℃
C710364,BLM18EG221SZ1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/f67c328301c24fea5f49adbfba9f8f6c.pdf?productCode=C710364,3410,0.0980,10,10,https://www.lcsc.com/product-detail/C710364.html,0603,Tape & Reel (TR),1,220Ω@100MHz,±25%,50mΩ,2A,-55℃~+125℃
C437407,BLM21BB201SN1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/02bfc87a298765c48304c1f74ec446b1.pdf?productCode=C437407,3390,0.1640,5,5,https://www.lcsc.com/product-detail/C437407.html,0805,Tape & Reel (TR),1,200Ω@100MHz,±25%,260mΩ,500mA,-55℃~+125℃
