LCSC Part#,MPN,Manufacturer,Datasheet,Availability,Pricing($),Minimum,Multiples,Product Detail,Package,Packaging,Number of Lines,Impedance @ Frequency,Tolerance,DC Resistance(DCR),Current Rating,Operating Temperature
C23568,BLM21BB121SN1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/90ce8054cefd413d96730a9c3a0aef77.pdf?productCode=C23568,6340,0.0589,10,10,https://www.lcsc.com/product-detail/C23568.html,0805,Tape & Reel (TR),1,120Ω@100MHz,±25%,190mΩ,600mA,-55℃~+125℃
C160971,BLM15EX471SN1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/ca5e1f283af90d78c8f1196005c56025.pdf?productCode=C160971,6320,0.0489,20,20,https://www.lcsc.com/product-detail/C160971.html,0402,Tape & Reel (TR),1,470Ω@100MHz,±25%,280mΩ,950mA,-55℃~+125℃
C2661893,BLM21PG220SZ1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/75ddaa75c3e0197d894f80e0f4cbbf36.pdf?productCode=C2661893,6300,0.0542,20,20,https://www.lcsc.com/product-detail/C2661893.html,0805,Tape & Reel (TR),1,22Ω@100MHz,±25%,9mΩ,6A,-55℃~+125℃
C265028,BLM18RK221SN1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/270bb2c282cc9d193bae20c2f0681aa2.pdf?productCode=C265028,6300,0.0220,20,20,https://www.lcsc.com/product-detail/C265028.html,0603,Tape & Reel (TR),1,220Ω@100MHz,±25%,300mΩ,200mA,-55℃~+125℃
C85836,BLM21AG151SN1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/1addff62e5484bf39ea4690b7cc5dd21.pdf?productCode=C85836,6260,0.0981,10,10,https://www.lcsc.com/product-detail/C85836.html,0805,Tape & Reel (TR),1,150Ω@100MHz,±25%,100mΩ,1A,-55℃~+125℃
C2661475,BLM18AG471SH1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/c2ce8d9b6a83440f36dd37f39e8c9489.pdf?productCode=C2661475,6240,0.0350,20,20,https://www.lcsc.com/product-detail/C2661475.html,0603,Tape & Reel (TR),1,470Ω@100MHz,±25%,350mΩ,550mA,-55℃~+125℃
C160983,BLM18PG121SZ1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/c9adf956e62eb100c41c5fd779de36ff.pdf?productCode=C160983,6220,0.0373,20,20,https://www.lcsc.com/product-detail/C160983.html,0603,Tape & Reel (TR),1,120Ω@100MHz,±25%,50mΩ,2A,-55℃~+125℃
C710389,BLM18SD220SN1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/044848f856fdedafe2cf1133e4c2c138.pdf?productCode=C710389,6180,0.1279,5,5,https://www.lcsc.com/product-detail/C710389.html,0603,Tape & Reel (TR),1,22Ω@100MHz,±25%,8mΩ,6A,-55℃~+125℃
C2661743,MMZ1005S182ETD25,TDK,https://datasheet.lcsc.com/datasheet/pdf/72c3d0803a4e476bb619e049b5b0f29f.pdf?productCode=C2661743,6160,0.0209,20,20,https://www.lcsc.com/product-detail/C2661743.html,0402,Tape & Reel (TR),1,1.8kΩ@100MHz,±25%,1.5Ω,200mA,-55℃~+125℃
C780187,MH1608-221Y,BOURNS,https://datasheet.lcsc.com/datasheet/pdf/7f0426ef046fbb06a31cef2ca0797607.pdf?productCode=C780187,6160,0.0562,10,10,https://www.lcsc.com/product-detail/C780187.html,0603,Tape & Reel (TR),1,220Ω@100MHz,±25%,100mΩ,2A,-55℃~+125℃
C404680,MPZ1608Y101BTD25,TDK,https://datasheet.lcsc.com/datasheet/pdf/f736b4933bebc4d7fd9d10965ffea16d.pdf?productCode=C404680,6140,0.0262,20,20,https://www.lcsc.com/product-detail/C404680.html,0603,Tape & Reel (TR),1,100Ω@100MHz,±25%,40mΩ,2A,-55℃~+125℃
C139473,MU1608-600Y,BOURNS,https://datasheet.lcsc.com/datasheet/pdf/31ed0ecc3b384ba7b1cef9c9b67c407b.pdf?productCode=C139473,6010,0.0447,10,10,https://www.lcsc.com/product-detail/C139473.html,0603,Tape & Reel (TR),1,60Ω@100MHz,±25%,200mΩ,700mA,-55℃~+125℃
C437409,BLM21BD272SH1L,muRata,https://datasheet.lcsc.com/datasheet/pdf/2b9f35c7e82519eec2c7437ad76c70ed.pdf?productCode=C437409,5970,0.1045,5,5,https://www.lcsc.com/product-detail/C437409.html,0805,Tape & Reel (TR),1,2.7kΩ@100MHz,±25%,800mΩ,200mA,-55℃~+125℃
C275448,MMZ1608S102ATA00,TDK,https://datasheet.lcsc.com/datasheet/pdf/87432f053e79e0383615d7ea0c5b69df.pdf?productCode=C275448,5900,0.0180,50,50,https://www.lcsc.com/product-detail/C275448.html,0603,Tape & Reel (TR),1,1kΩ@100MHz,±25%,500mΩ,400mA,-55℃~+125℃
C1533922,BLM21SP181BH1D,muRata,https://datasheet.lcsc.com/datasheet/pdf/77b15faf1848a658725acc12f212dc22.pdf?productCode=C1533922,5895,0.3551,5,5,https://www.lcsc.com/product-detail/C1533922.html,0805,Tape & Reel (TR),1,180Ω@100MHz,±25%,20mΩ,4A,-55℃~+150℃
C107331,MPZ1005S121CT000,TDK,https://datasheet.lcsc.com/datasheet/pdf/a59072f3e936ac656833428bced87deb.pdf?productCode=C107331,5860,0.0110,10,10,https://www.lcsc.com/product-detail/C107331.html,0402,Tape & Reel (TR),1,120Ω@100MHz,±25%,90mΩ,1.2A,-55℃~+125℃
