"LCSC Part#","MPN","Manufacturer","Availability","Minimum","Multiples","Product Detail","Package","Packaging","Diode Configuration","Pd - Power Dissipation","Zener Voltage(Nom)","Reverse Leakage Current (Ir)","Zener Voltage(Range)","Operating Junction Temperature Range","Impedance(Zzt)","Impedance(Zzk)","Tolerance"
"C21714308","BZX84C3V6","Slkor","2300","50","50","https://www.lcsc.com/product-detail/C21714308.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","3.6V","5uA","3.4V~3.8V","-","90Ω","600Ω","-"
"C21714309","BZX84C3V9","Slkor","1700","50","50","https://www.lcsc.com/product-detail/C21714309.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","3.9V","3uA@1V","3.7V~4.1V","-","90Ω","600Ω","-"
"C21714312","BZX84C7V5","Slkor","5750","50","50","https://www.lcsc.com/product-detail/C21714312.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","7.5V","1uA@5V","7V~7.9V","-","15Ω","80Ω","-"
"C21714313","BZX84C8V2","Slkor","1950","50","50","https://www.lcsc.com/product-detail/C21714313.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","8.2V","700nA@5V","7.7V~8.7V","-","15Ω","80Ω","-"
"C21714314","BZX84C9V1","Slkor","2450","50","50","https://www.lcsc.com/product-detail/C21714314.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","9.1V","500nA@6V","8.5V~9.6V","-","15Ω","100Ω","-"
"C21714315","BZX84C10","Slkor","50","50","50","https://www.lcsc.com/product-detail/C21714315.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","10V","200nA@7V","9.4V~10.6V","-","20Ω","150Ω","-"
"C21714317","BZX84C13","Slkor","50","50","50","https://www.lcsc.com/product-detail/C21714317.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","13V","100nA@8V","12.4V~14.1V","-","30Ω","170Ω","-"
"C21714318","BZX84C24","Slkor","3000","20","20","https://www.lcsc.com/product-detail/C21714318.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","24V","100nA","22.8V~25.6V","-","70Ω","250Ω","-"
"C22368950","BZX84C2V4","Wild Goose","2550","50","50","https://www.lcsc.com/product-detail/C22368950.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","2.4V","50uA@1V","2.2V~2.6V","-","100Ω","600Ω","-"
"C22368951","BZX84C2V7","Wild Goose","2950","50","50","https://www.lcsc.com/product-detail/C22368951.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","2.7V","20uA@1V","2.5V~2.9V","-","100Ω","600Ω","-"
"C22368952","BZX84C3V0","Wild Goose","1500","50","50","https://www.lcsc.com/product-detail/C22368952.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","3V","10uA@1V","2.8V~3.2V","-","95Ω","600Ω","-"
"C22368953","BZX84C3V3","Wild Goose","1000","50","50","https://www.lcsc.com/product-detail/C22368953.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","3.3V","5uA@1V","3.1V~3.5V","-","95Ω","600Ω","-"
"C22368954","BZX84C3V6","Wild Goose","3650","50","50","https://www.lcsc.com/product-detail/C22368954.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","3.6V","5uA@1V","3.4V~3.8V","-","90Ω","600Ω","-"
"C22368955","BZX84C3V9","Wild Goose","2000","50","50","https://www.lcsc.com/product-detail/C22368955.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","3.9V","3uA@1V","3.7V~4.1V","-","90Ω","600Ω","-"
"C22368956","BZX84C4V3","Wild Goose","2700","50","50","https://www.lcsc.com/product-detail/C22368956.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","4.3V","3uA@1V","4V~4.6V","-","90Ω","600Ω","-"
"C22368957","BZX84C4V7","Wild Goose","300","50","50","https://www.lcsc.com/product-detail/C22368957.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","4.7V","3uA@2V","4.4V~5V","-","80Ω","500Ω","-"
"C22368958","BZX84C5V1","Wild Goose","1150","50","50","https://www.lcsc.com/product-detail/C22368958.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","5.1V","2uA@2V","4.8V~5.4V","-","60Ω","480Ω","-"
"C22368959","BZX84C5V6","Wild Goose","1850","50","50","https://www.lcsc.com/product-detail/C22368959.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","5.6V","1uA","5.2V~6V","-","40Ω","400Ω","-"
"C22368960","BZX84C6V2","Wild Goose","650","50","50","https://www.lcsc.com/product-detail/C22368960.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","6.2V","3uA@4V","5.8V~6.6V","-","10Ω","150Ω","-"
"C22368961","BZX84C6V8","Wild Goose","2850","50","50","https://www.lcsc.com/product-detail/C22368961.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","6.8V","2uA@4V","6.4V~7.2V","-","15Ω","80Ω","-"
"C22368962","BZX84C7V5","Wild Goose","2900","50","50","https://www.lcsc.com/product-detail/C22368962.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","7.5V","1uA@1V","7V~7.9V","-","15Ω","80Ω","-"
"C22368963","BZX84C10","Wild Goose","100","50","50","https://www.lcsc.com/product-detail/C22368963.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","10V","200nA@7V","9.4V~10.6V","-","20Ω","150Ω","-"
"C22368964","BZX84C11","Wild Goose","2550","50","50","https://www.lcsc.com/product-detail/C22368964.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","11V","100nA","10.4V~11.6V","-","20Ω","150Ω","-"
"C22368965","BZX84C12","Wild Goose","950","50","50","https://www.lcsc.com/product-detail/C22368965.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","12V","100nA","11.4V~12.7V","-","25Ω","150Ω","-"
"C22368966","BZX84C13","Wild Goose","650","50","50","https://www.lcsc.com/product-detail/C22368966.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","13V","100nA","12.4V~14.1V","-","30Ω","170Ω","-"
"C22368967","BZX84C15","Wild Goose","2900","50","50","https://www.lcsc.com/product-detail/C22368967.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","15V","100nA@10.5V","13.3V~15.6V","-","30Ω","200Ω","-"
"C22368968","BZX84C16","Wild Goose","2350","50","50","https://www.lcsc.com/product-detail/C22368968.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","16V","100nA@11.2V","15.3V~17.1V","-","40Ω","200Ω","-"
"C22368969","BZX84C18","Wild Goose","2950","50","50","https://www.lcsc.com/product-detail/C22368969.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","18V","100nA@12.6V","16.3V~19.1V","-","45Ω","225Ω","-"
"C22368970","BZX84C20","Wild Goose","2550","50","50","https://www.lcsc.com/product-detail/C22368970.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","20V","100nA@14V","18.9V~21.2V","-","55Ω","225Ω","-"
"C22368971","BZX84C22","Wild Goose","2600","50","50","https://www.lcsc.com/product-detail/C22368971.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","22V","100nA@15.4V","20.3V~23.3V","-","55Ω","250Ω","-"
"C22368972","BZX84C24","Wild Goose","2850","50","50","https://www.lcsc.com/product-detail/C22368972.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","24V","100nA@16.8V","22.8V~25.6V","-","70Ω","250Ω","-"
"C22368973","BZX84C27","Wild Goose","200","50","50","https://www.lcsc.com/product-detail/C22368973.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","27V","100nA@18.9V","25.1V~28.9V","-","80Ω","300Ω","-"
"C22368974","BZX84C30","Wild Goose","450","50","50","https://www.lcsc.com/product-detail/C22368974.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","30V","100nA@21V","28V~32V","-","80Ω","300Ω","-"
"C22368975","BZX84C33","Wild Goose","2150","50","50","https://www.lcsc.com/product-detail/C22368975.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","33V","100nA","31V~35V","-","80Ω","325Ω","-"
"C22368976","BZX84C36","Wild Goose","1950","50","50","https://www.lcsc.com/product-detail/C22368976.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","36V","100nA","34V~38V","-","90Ω","350Ω","-"
"C22368977","BZX84C39","Wild Goose","1900","50","50","https://www.lcsc.com/product-detail/C22368977.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","39V","100nA@27.3V","37V~41V","-","130Ω","350Ω","-"
"C22368978","BZX84C43","Wild Goose","2850","50","50","https://www.lcsc.com/product-detail/C22368978.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","43V","100nA","40V~46V","-","100Ω","700Ω","-"
"C22376107","BZX84C8V2","Wild Goose","1600","50","50","https://www.lcsc.com/product-detail/C22376107.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","8.2V","700nA","7.7V~8.7V","-","15Ω","80Ω","-"
"C22376108","BZX84C9V1","Wild Goose","2850","50","50","https://www.lcsc.com/product-detail/C22376108.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","9.1V","500nA","8.5V~9.6V","-","15Ω","100Ω","-"
"C22379470","BZX84C7V5","R+O","20450","50","50","https://www.lcsc.com/product-detail/C22379470.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","7.5V","1uA","7V~7.9V","-55℃~+150℃","15Ω","80Ω","-"
"C22379473","BZX84C6V8","R+O","57800","50","50","https://www.lcsc.com/product-detail/C22379473.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","6.8V","2uA","6.4V~7.2V","-55℃~+150℃","15Ω","80Ω","-"
"C22391929","BZX84C6V2","YFW","2950","50","50","https://www.lcsc.com/product-detail/C22391929.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","6.2V","3uA","5.9V~6.6V","-","10Ω","150Ω","-"
"C22395521","BZX84C4V7","R+O","17050","50","50","https://www.lcsc.com/product-detail/C22395521.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","4.7V","3uA","4.4V~5V","-55℃~+150℃","80Ω","500Ω","-"
"C22395522","BZX84C8V2","R+O","8750","50","50","https://www.lcsc.com/product-detail/C22395522.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","8.2V","700nA","7.7V~8.7V","-55℃~+150℃","15Ω","80Ω","-"
"C22395553","MMSZ5227B","R+O","10900","50","50","https://www.lcsc.com/product-detail/C22395553.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","3.6V","15uA@1V","3.42V~3.78V","-55℃~+150℃","24Ω","-","-"
"C22395554","MMSZ5230B","R+O","23780","20","20","https://www.lcsc.com/product-detail/C22395554.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","4.7V","5uA@2V","4.47V~4.94V","-55℃~+150℃","19Ω","-","-"
"C22395555","MMSZ5234B","R+O","2680","20","20","https://www.lcsc.com/product-detail/C22395555.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","6.2V","5uA@4V","5.89V~6.51V","-55℃~+150℃","7Ω","-","-"
"C22395556","MMSZ5236B","R+O","14350","50","50","https://www.lcsc.com/product-detail/C22395556.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","7.5V","3uA@6V","7.13V~7.88V","-55℃~+150℃","6Ω","-","-"
"C22395557","MMSZ5237B","R+O","14600","50","50","https://www.lcsc.com/product-detail/C22395557.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","8.2V","3uA@6.5V","7.79V~8.61V","-55℃~+150℃","8Ω","-","-"
"C22395558","MMSZ5239B","R+O","49000","20","20","https://www.lcsc.com/product-detail/C22395558.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","9.1V","3uA@7V","8.65V~9.56V","-55℃~+150℃","10Ω","-","-"
"C22395559","MMSZ5241B","R+O","2350","50","50","https://www.lcsc.com/product-detail/C22395559.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","11V","2uA@8.4V","10.45V~11.55V","-55℃~+150℃","22Ω","-","-"
"C22395560","MMSZ5251B","R+O","31550","50","50","https://www.lcsc.com/product-detail/C22395560.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","22V","100nA@17V","20.9V~23.1V","-55℃~+150℃","29Ω","-","-"
"C22395561","MMSZ5254B","R+O","900","50","50","https://www.lcsc.com/product-detail/C22395561.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","27V","100nA@21V","25.65V~28.35V","-55℃~+150℃","600Ω","-","-"
"C22395562","MMSZ5231BS","R+O","3660","20","20","https://www.lcsc.com/product-detail/C22395562.html","SOD-323","Tape & Reel (TR)","1 Independent","200mW","5.1V","5uA@2V","4.85V~5.36V","-55℃~+150℃","17Ω","1.6kΩ","-"
"C22395564","MMSZ5239BS","R+O","2660","10","10","https://www.lcsc.com/product-detail/C22395564.html","SOD-323","Tape & Reel (TR)","1 Independent","200mW","9.1V","3uA@7V","8.65V~9.56V","-55℃~+150℃","10Ω","600Ω","-"
"C22395565","MMSZ5246BS","R+O","339140","20","20","https://www.lcsc.com/product-detail/C22395565.html","SOD-323","Tape & Reel (TR)","1 Independent","200mW","16V","100nA@12V","15.2V~16.8V","-55℃~+150℃","17Ω","600Ω","-"
"C22395566","MMSZ5248BS","R+O","900","50","50","https://www.lcsc.com/product-detail/C22395566.html","SOD-323","Tape & Reel (TR)","1 Independent","200mW","18V","100nA@14V","17.1V~18.9V","-55℃~+150℃","21Ω","600Ω","-"
"C22395567","MMSZ5250BS","R+O","14340","20","20","https://www.lcsc.com/product-detail/C22395567.html","SOD-323","Tape & Reel (TR)","1 Independent","200mW","20V","100nA","19V~21V","-55℃~+150℃","25Ω","600Ω","-"
"C22396430","HMMSZ5242BT1G","HXY MOSFET","300","50","50","https://www.lcsc.com/product-detail/C22396430.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","12V","1uA@9.1V","11.4V~12.6V","-","30Ω","600Ω","-"
"C22399894","MMSZ5225B","R+O","16500","50","50","https://www.lcsc.com/product-detail/C22399894.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","3V","50uA@1V","2.85V~3.15V","-55℃~+150℃","30Ω","-","-"
"C22399895","MMSZ5228B","R+O","22650","50","50","https://www.lcsc.com/product-detail/C22399895.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","3.9V","10uA@1V","3.71V~4.1V","-55℃~+150℃","23Ω","-","-"
"C22399896","MMSZ5229B","R+O","32520","20","20","https://www.lcsc.com/product-detail/C22399896.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","4.3V","5uA@1V","4.09V~4.52V","-55℃~+150℃","22Ω","-","-"
"C22399897","MMSZ5238B","R+O","13420","20","20","https://www.lcsc.com/product-detail/C22399897.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","8.7V","3uA@6.5V","8.27V~9.14V","-55℃~+150℃","8Ω","-","-"
"C22399899","MMSZ5258B","R+O","850","50","50","https://www.lcsc.com/product-detail/C22399899.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","36V","100nA@27V","34.2V~37.8V","-55℃~+150℃","70Ω","-","-"
"C22399900","MMSZ5259B","R+O","22040","20","20","https://www.lcsc.com/product-detail/C22399900.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","39V","100nA@30V","37.05V~40.95V","-55℃~+150℃","80Ω","-","-"
"C22400503","BZX84C12","BLUE ROCKET","1800","50","50","https://www.lcsc.com/product-detail/C22400503.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","12V","100nA@8V","11.4V~12.7V","-65℃~+150℃","25Ω","150Ω","-"
"C22435004","BZX84C22","BLUE ROCKET","2750","50","50","https://www.lcsc.com/product-detail/C22435004.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","22V","100nA","20.8V~23.3V","-65℃~+150℃","55Ω","250Ω","-"
"C22435008","BZX84C5V6","BLUE ROCKET","2800","50","50","https://www.lcsc.com/product-detail/C22435008.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","5.6V","1uA@2V","5.2V~6V","-65℃~+150℃","40Ω","400Ω","-"
"C22435014","BZX84C7V5","BLUE ROCKET","2950","50","50","https://www.lcsc.com/product-detail/C22435014.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","7.5V","1uA@5V","7V~7.9V","-65℃~+150℃","15Ω","80Ω","-"
"C22440764","MMSZ5248B_R1_00301","PANJIT","2280","20","20","https://www.lcsc.com/product-detail/C22440764.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","18V","100nA@14V","17.1V~18.9V","-55℃~+150℃","21Ω","600Ω","-"
"C22440765","MMSZ5258B_R1_00301","PANJIT","1960","20","20","https://www.lcsc.com/product-detail/C22440765.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","36V","100nA@27V","34.2V~37.8V","-55℃~+150℃","70Ω","700Ω","-"
"C24833829","MMSZ5231B_R1_00301","PANJIT","1900","20","20","https://www.lcsc.com/product-detail/C24833829.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","5.1V","5uA@2V","4.85V~5.36V","-55℃~+150℃","17Ω","1.6kΩ","-"
"C24833830","MMSZ5232B_R1_00301","PANJIT","2800","20","20","https://www.lcsc.com/product-detail/C24833830.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","5.6V","5uA@3V","5.32V~5.88V","-55℃~+150℃","11Ω","1.6kΩ","-"
"C25721518","MMSZ5231B-HE3 A-08","VISHAY","2880","5","5","https://www.lcsc.com/product-detail/C25721518.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","5.1V","5uA@2V","-","-55℃~+150℃","17Ω","1.6kΩ","±5%"
"C28978495","BZX84C5V1","HT(Shenzhen Jinyu Semicon)","1600","50","50","https://www.lcsc.com/product-detail/C28978495.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","5.1V","2uA@2V","4.8V~5.4V","-65℃~+150℃","-","-","-"
"C37331480","MMSZ5245B","GOODWORK","6400","50","50","https://www.lcsc.com/product-detail/C37331480.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","15V","100nA@11V","14.25V~15.75V","-55℃~+150℃","16Ω","600Ω","-"
"C37635986","BZX84C5V6CA","YFW","100","20","20","https://www.lcsc.com/product-detail/C37635986.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","5.6V","1uA@2V","5.2V~6V","-65℃~+150℃","40Ω","-","-"
"C39114964","MMSZ5245B_R1_00301","PANJIT","2820","20","20","https://www.lcsc.com/product-detail/C39114964.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","15V","100nA@11V","14.25V~15.75V","-55℃~+150℃","16Ω","600Ω","-"
"C39847158","MMSZ5231B","GOODWORK","5750","50","50","https://www.lcsc.com/product-detail/C39847158.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","5.1V","5uA@2V","4.85V~5.36V","-55℃~+150℃","17Ω","1.6kΩ","-"
"C39847159","MMSZ5240B","GOODWORK","3550","50","50","https://www.lcsc.com/product-detail/C39847159.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","10V","3uA@8V","9.5V~10.5V","-55℃~+150℃","17Ω","600Ω","-"
"C39847160","MMSZ5242B","GOODWORK","450","50","50","https://www.lcsc.com/product-detail/C39847160.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","12V","1uA@9.1V","11.4V~12.6V","-55℃~+150℃","30Ω","600Ω","-"
"C39847161","MMSZ5246B","GOODWORK","1600","50","50","https://www.lcsc.com/product-detail/C39847161.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","16V","100nA@12V","15.2V~16.8V","-55℃~+150℃","17Ω","600Ω","-"
"C39847162","MMSZ5248B","GOODWORK","5860","20","20","https://www.lcsc.com/product-detail/C39847162.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","18V","100nA@14V","17.1V~18.9V","-55℃~+150℃","21Ω","600Ω","-"
"C40726480","MMSZ5256B_R1_00301","PANJIT","5780","20","20","https://www.lcsc.com/product-detail/C40726480.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","30V","100nA@23V","28.5V~31.5V","-55℃~+150℃","49Ω","600Ω","-"
"C41364472","BZX84C3V3","GOODWORK","1250","50","50","https://www.lcsc.com/product-detail/C41364472.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","3.3V","5uA@1V","3.1V~3.5V","-55℃~+150℃","95Ω","600Ω","-"
"C41366916","MMSZ5232B","YONGYUTAI","2800","50","50","https://www.lcsc.com/product-detail/C41366916.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","5.6V","5uA","5.32V~5.88V","-55℃~+125℃","11Ω","1.6kΩ","±5%"
"C41368116","BZX84C2V4","JUXING","2200","50","50","https://www.lcsc.com/product-detail/C41368116.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","2.4V","50uA@1V","2.2V~2.6V","-","100Ω","600Ω","-"
"C41368118","BZX84C3V9","JUXING","3000","50","50","https://www.lcsc.com/product-detail/C41368118.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","3.9V","3uA@1V","3.7V~4.1V","-","90Ω","600Ω","-"
"C41368119","BZX84C4V7","JUXING","1350","50","50","https://www.lcsc.com/product-detail/C41368119.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","4.7V","3uA","4.4V~5V","-","80Ω","500Ω","-"
"C41368120","BZX84C5V6","JUXING","2750","50","50","https://www.lcsc.com/product-detail/C41368120.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","5.6V","1uA@2V","5.2V~6V","-","40Ω","400Ω","-"
"C41368121","BZX84C6V2","JUXING","1900","50","50","https://www.lcsc.com/product-detail/C41368121.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","6.2V","3uA","5.8V~6.6V","-","10Ω","150Ω","-"
"C41368122","BZX84C8V2","JUXING","3000","50","50","https://www.lcsc.com/product-detail/C41368122.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","8.2V","700nA@5V","7.7V~8.7V","-","15Ω","80Ω","-"
"C41371072","BZX84C5V1","GOODWORK","6500","50","50","https://www.lcsc.com/product-detail/C41371072.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","5.1V","2uA@2V","4.8V~5.4V","-55℃~+150℃","60Ω","480Ω","-"
"C41410797","MMSZ5251BS","R+O","5680","20","20","https://www.lcsc.com/product-detail/C41410797.html","SOD-323","Tape & Reel (TR)","1 Independent","200mW","22V","100nA","20.9V~23.1V","-55℃~+150℃","29Ω","600Ω","-"
"C41410799","MMSZ5245BS","R+O","5550","50","50","https://www.lcsc.com/product-detail/C41410799.html","SOD-323","Tape & Reel (TR)","1 Independent","200mW","15V","100nA","14.25V~15.75V","-55℃~+150℃","16Ω","600Ω","-"
"C41410800","MMSZ5256BS","R+O","7340","20","20","https://www.lcsc.com/product-detail/C41410800.html","SOD-323","Tape & Reel (TR)","1 Independent","200mW","30V","100nA","28.5V~31.5V","-55℃~+150℃","49Ω","600Ω","-"
"C41410801","MMSZ5234BS","R+O","9800","20","20","https://www.lcsc.com/product-detail/C41410801.html","SOD-323","Tape & Reel (TR)","1 Independent","200mW","6.2V","5uA","5.89V~6.51V","-55℃~+150℃","7Ω","1kΩ","-"
"C41410802","MMSZ5226BS","R+O","8460","20","20","https://www.lcsc.com/product-detail/C41410802.html","SOD-323","Tape & Reel (TR)","1 Independent","200mW","3.3V","25uA@1V","3.14V~3.47V","-55℃~+150℃","28Ω","1.6kΩ","-"
"C41431804","MMSZ5254BS","TECH PUBLIC","2050","50","50","https://www.lcsc.com/product-detail/C41431804.html","SOD-323","Tape & Reel (TR)","1 Independent","200mW","27V","100nA","25.1V~28.9V","-55℃~+150℃","80Ω","300Ω","-"
"C41431808","MMSZ5241BS","TECH PUBLIC","2600","50","50","https://www.lcsc.com/product-detail/C41431808.html","SOD-323","Tape & Reel (TR)","1 Independent","200mW","11V","100nA@8V","10.4V~11.6V","-55℃~+150℃","20Ω","150Ω","-"
"C41751473","MMSZ5246B_R1_00301","PANJIT","1500","20","20","https://www.lcsc.com/product-detail/C41751473.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","16V","100nA","15.2V~16.8V","-55℃~+150℃","17Ω","600Ω","-"
"C41788722","BZX84C13W","DIOTEC","100","5","5","https://www.lcsc.com/product-detail/C41788722.html","-","Bag-packed","","","","","","","","",""
"C42263513","MMSZ5242B_R1_00301","PANJIT","5380","20","20","https://www.lcsc.com/product-detail/C42263513.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","12V","1uA","11.4V~12.6V","-55℃~+150℃","30Ω","600Ω","-"
"C42334785","MMSZ5234B_R1_00301","PANJIT","2580","20","20","https://www.lcsc.com/product-detail/C42334785.html","SOD-123","Bag-packed","1 Independent","500mW","6.2V","5uA@4V","5.89V~6.51V","-55℃~+150℃","7Ω","1kΩ","-"
"C42370503","MMSZ5228BT1G-TP","TECH PUBLIC","6800","50","50","https://www.lcsc.com/product-detail/C42370503.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","3.9V","3uA@1V","3.7V~4.1V","-55℃~+150℃","90Ω","600Ω","-"
"C42370504","MMSZ5240BS","TECH PUBLIC","3200","50","50","https://www.lcsc.com/product-detail/C42370504.html","SOD-323","Tape & Reel (TR)","1 Independent","200mW","10V","100nA@7V","9.4V~10.6V","-55℃~+150℃","20Ω","150Ω","-"
"C42371760","MMSZ5221B","R+O","2580","20","20","https://www.lcsc.com/product-detail/C42371760.html","SOD-123","Tape & Reel (TR)","-","500mW","2.4V","100uA@1V","2.28V~2.52V","-55℃~+150℃","30Ω","-","-"
"C42377634","MMSZ5231B","YONGYUTAI","6000","50","50","https://www.lcsc.com/product-detail/C42377634.html","SOD-123","Tape & Reel (TR)","-","500mW","5.1V","5uA@2V","4.85V~5.36V","-55℃~+125℃","17Ω","1.6kΩ","±5%"
"C42379445","BZX84C4V3-E3-08-CN","ChipNobo","2950","50","50","https://www.lcsc.com/product-detail/C42379445.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","4.3V","3uA","4V~4.6V","-","1Ω","600Ω","-"
"C42379446","BZX84C36-E3-08-CN","ChipNobo","3000","50","50","https://www.lcsc.com/product-detail/C42379446.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","36V","100nA","34V~38V","-","90Ω","350Ω","-"
"C42380715","BZX84C3V3","YONGYUTAI","50","50","50","https://www.lcsc.com/product-detail/C42380715.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","-","5uA@1V","3.1V~3.5V","-55℃~+125℃","350Ω","-","-"
"C42380716","BZX84C3V9","YONGYUTAI","3000","50","50","https://www.lcsc.com/product-detail/C42380716.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","-","3uA@1V","3.7V~4.1V","-55℃~+125℃","400Ω","-","-"
"C42380717","BZX84C4V3","YONGYUTAI","50","50","50","https://www.lcsc.com/product-detail/C42380717.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","-","3uA","4V~4.6V","-55℃~+125℃","400Ω","-","-"
"C42380726","BZX84C7V5","YONGYUTAI","50","50","50","https://www.lcsc.com/product-detail/C42380726.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","-","1uA@5V","7V~7.9V","-55℃~+125℃","30Ω","-","-"
"C42380727","BZX84C8V2","YONGYUTAI","50","50","50","https://www.lcsc.com/product-detail/C42380727.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","8.2V","700nA@5V","7.7V~8.7V","-55℃~+125℃","-","-","-"
"C42380728","BZX84C9V1","YONGYUTAI","50","50","50","https://www.lcsc.com/product-detail/C42380728.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","-","500nA@6V","8.5V~9.6V","-55℃~+125℃","40Ω","-","-"
"C42387386","BZX84C27","YONGYUTAI","3000","50","50","https://www.lcsc.com/product-detail/C42387386.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","-","50nA@18.9V","25.1V~28.9V","-55℃~+125℃","65Ω","-","-"
