"LCSC Part#","MPN","Manufacturer","Availability","Minimum","Multiples","Product Detail","Package","Packaging","Diode Configuration","Pd - Power Dissipation","Zener Voltage(Nom)","Reverse Leakage Current (Ir)","Zener Voltage(Range)","Operating Junction Temperature Range","Impedance(Zzt)","Impedance(Zzk)","Tolerance"
"C42387387","BZX84C33","YONGYUTAI","50","50","50","https://www.lcsc.com/product-detail/C42387387.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","-","50nA@23.1V","31V~35V","-55℃~+125℃","75Ω","-","-"
"C42387388","BZX84C36","YONGYUTAI","50","50","50","https://www.lcsc.com/product-detail/C42387388.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","-","50nA@25.2V","34V~38V","-55℃~+125℃","80Ω","-","-"
"C42387390","BZX84C51","YONGYUTAI","50","50","50","https://www.lcsc.com/product-detail/C42387390.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","-","50nA@35.7V","48V~54V","-55℃~+125℃","46.6Ω","-","-"
"C42415707","MMSZ5236A_R1_00301","PANJIT","7840","20","20","https://www.lcsc.com/product-detail/C42415707.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","7.5V","3uA@6V","7.35V~7.65V","-50℃~+150℃","6Ω","500Ω","-"
"C42419980","MMSZ5226BT1G-CN","ChipNobo","1500","50","50","https://www.lcsc.com/product-detail/C42419980.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","3.3V","25uA","3.14V~3.47V","-65℃~+150℃","28Ω","1.6kΩ","-"
"C42419981","MMSZ5231BT1G-CN","ChipNobo","2350","50","50","https://www.lcsc.com/product-detail/C42419981.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","-","5uA@2V","4.85V~5.36V","-","17Ω","1.6kΩ","-"
"C42419982","MMSZ5231B-7-F-CN","ChipNobo","4450","50","50","https://www.lcsc.com/product-detail/C42419982.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","5.1V","5uA@2V","4.85V~5.36V","-40℃~+150℃","17Ω","1.6kΩ","-"
"C42419983","MMSZ5245BT1G-CN","ChipNobo","750","50","50","https://www.lcsc.com/product-detail/C42419983.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","15V","100nA@11V","14.25V~15.75V","-65℃~+150℃","16Ω","600Ω","-"
"C42436594","BZX84C8V2","TECH PUBLIC","2650","50","50","https://www.lcsc.com/product-detail/C42436594.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","8.2V","700nA@5V","7.7V~8.7V","-55℃~+150℃","15Ω","80Ω","±5%"
"C42436613","TPBZX84C8V2LT1G","TECH PUBLIC","2950","50","50","https://www.lcsc.com/product-detail/C42436613.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","8.2V","700nA@5V","7.7V~8.7V","-55℃~+150℃","15Ω","80Ω","±5%"
"C42436820","MMSZ5232BT1G-CN","ChipNobo","1950","50","50","https://www.lcsc.com/product-detail/C42436820.html","SOD-123FL","Tape & Reel (TR)","1 Independent","500mW","5.6V","5uA@3V","5.32V~5.88V","-","11Ω","1.6kΩ","±5%"
"C42436821","MMSZ5248BT1G-CN","ChipNobo","2750","50","50","https://www.lcsc.com/product-detail/C42436821.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","18V","100nA@14V","17.1V~18.9V","-","21Ω","600Ω","±5%"
"C42456327","MMSZ5232B","GOODWORK","400","50","50","https://www.lcsc.com/product-detail/C42456327.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","5.6V","5uA@3V","5.32V~5.88V","-55℃~+150℃","11Ω","1.6kΩ","-"
"C42459008","BZX84C10LT1G-CN","ChipNobo","1300","50","50","https://www.lcsc.com/product-detail/C42459008.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","-","200nA@7V","9.4V~10.6V","-","20Ω","150Ω","-"
"C42459010","BZX84C18LT1G-CN","ChipNobo","2900","50","50","https://www.lcsc.com/product-detail/C42459010.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","-","100nA","16.8V~19.1V","-","45Ω","225Ω","-"
"C42459011","BZX84C5V1LT1G-CN","ChipNobo","1400","50","50","https://www.lcsc.com/product-detail/C42459011.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","-","2uA@2V","4.8V~5.4V","-","60Ω","480Ω","-"
"C44302089","BZX84C15VDBZR","TI","190","5","5","https://www.lcsc.com/product-detail/C44302089.html","SOT-23-3","Tape & Reel (TR)","","","","","","","","",""
"C44302097","BZX84C8V2DBZRQ1","TI","1000","5","5","https://www.lcsc.com/product-detail/C44302097.html","SOT-23-3","Tape & Reel (TR)","","","","","","","","",""
"C45369260","BZX84C33LT1G-CN","ChipNobo","2600","50","50","https://www.lcsc.com/product-detail/C45369260.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","-","100nA@23.1V","31V~35V","-","80Ω","325Ω","-"
"C46061847","MMSZ5230B","GOODWORK","3400","50","50","https://www.lcsc.com/product-detail/C46061847.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","4.7V","5uA@2V","4.47V~4.94V","-55℃~+150℃","19Ω","1.9kΩ","-"
"C46061849","MMSZ5234B","GOODWORK","1400","50","50","https://www.lcsc.com/product-detail/C46061849.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","6.2V","5uA@4V","5.89V~6.51V","-55℃~+150℃","7Ω","1kΩ","-"
"C46061850","MMSZ5235B","GOODWORK","550","50","50","https://www.lcsc.com/product-detail/C46061850.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","6.8V","3uA@5V","6.46V~7.14V","-55℃~+150℃","5Ω","750Ω","-"
"C46061851","MMSZ5243B","GOODWORK","2750","50","50","https://www.lcsc.com/product-detail/C46061851.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","13V","500nA@9.9V","12.35V~13.65V","-55℃~+150℃","13Ω","600Ω","-"
"C46061852","MMSZ5244B","GOODWORK","2150","50","50","https://www.lcsc.com/product-detail/C46061852.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","14V","100nA@10V","13.3V~14.7V","-55℃~+150℃","15Ω","600Ω","-"
"C46472827","BZX84C9V1","TECH PUBLIC","2600","50","50","https://www.lcsc.com/product-detail/C46472827.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","9.1V","500nA@6V","8.5V~9.6V","-55℃~+150℃","15Ω","100Ω","-"
"C46472828","BZX84C7V5","TECH PUBLIC","1800","50","50","https://www.lcsc.com/product-detail/C46472828.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","7.5V","1uA@5V","7V~7.9V","-55℃~+150℃","15Ω","80Ω","-"
"C46472829","BZX84C6V8","TECH PUBLIC","2200","50","50","https://www.lcsc.com/product-detail/C46472829.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","6.8V","2uA@4V","6.4V~7.2V","-55℃~+150℃","15Ω","80Ω","-"
"C46472830","BZX84C6V2","TECH PUBLIC","2450","50","50","https://www.lcsc.com/product-detail/C46472830.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","6.2V","3uA","5.8V~6.6V","-55℃~+150℃","10Ω","150Ω","-"
"C46472831","BZX84C5V6","TECH PUBLIC","1700","50","50","https://www.lcsc.com/product-detail/C46472831.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","5.6V","1uA@2V","5.2V~6V","-55℃~+150℃","40Ω","400Ω","-"
"C46472832","BZX84C5V1","TECH PUBLIC","12900","50","50","https://www.lcsc.com/product-detail/C46472832.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","5.1V","2uA@2V","4.8V~5.4V","-55℃~+150℃","60Ω","480Ω","-"
"C46472833","BZX84C4V7","TECH PUBLIC","2550","50","50","https://www.lcsc.com/product-detail/C46472833.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","4.7V","3uA@2V","4.4V~5V","-55℃~+150℃","80Ω","500Ω","-"
"C46472834","BZX84C4V3","TECH PUBLIC","2650","50","50","https://www.lcsc.com/product-detail/C46472834.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","4.3V","3uA","4V~4.6V","-55℃~+150℃","90Ω","600Ω","-"
"C46472835","BZX84C3V9","TECH PUBLIC","2650","50","50","https://www.lcsc.com/product-detail/C46472835.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","3.9V","3uA@1V","3.7V~4.1V","-55℃~+150℃","90Ω","600Ω","-"
"C46472836","BZX84C3V3","TECH PUBLIC","3250","50","50","https://www.lcsc.com/product-detail/C46472836.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","3.3V","5uA@1V","3.1V~3.5V","-55℃~+150℃","95Ω","600Ω","-"
"C46472837","BZX84C3V0","TECH PUBLIC","1450","50","50","https://www.lcsc.com/product-detail/C46472837.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","3V","10uA@1V","2.8V~3.2V","-55℃~+150℃","95Ω","600Ω","-"
"C46472838","BZX84C2V7","TECH PUBLIC","700","50","50","https://www.lcsc.com/product-detail/C46472838.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","2.7V","20uA@1V","2.5V~2.9V","-55℃~+150℃","100Ω","600Ω","-"
"C46472839","BZX84C2V4","TECH PUBLIC","4000","50","50","https://www.lcsc.com/product-detail/C46472839.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","2.4V","50uA@1V","2.28V~2.52V","-55℃~+150℃","100Ω","600Ω","-"
"C46472840","BZX84C20","TECH PUBLIC","1600","50","50","https://www.lcsc.com/product-detail/C46472840.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","20V","100nA@14V","18.8V~21.2V","-55℃~+150℃","55Ω","225Ω","-"
"C46472842","BZX84C16","TECH PUBLIC","1800","50","50","https://www.lcsc.com/product-detail/C46472842.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","16V","100nA@11.2V","15.3V~17.1V","-55℃~+150℃","40Ω","200Ω","-"
"C46472843","BZX84C12","TECH PUBLIC","1550","50","50","https://www.lcsc.com/product-detail/C46472843.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","12V","100nA@8V","11.4V~12.7V","-55℃~+150℃","25Ω","150Ω","-"
"C46472845","BZX84C13","TECH PUBLIC","1500","50","50","https://www.lcsc.com/product-detail/C46472845.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","13V","100nA","12.4V~14.1V","-55℃~+150℃","30Ω","170Ω","-"
"C46472847","BZX84C11","TECH PUBLIC","2500","50","50","https://www.lcsc.com/product-detail/C46472847.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","11V","100nA","10.4V~11.6V","-55℃~+150℃","20Ω","150Ω","-"
"C46472852","BZX84C43","TECH PUBLIC","2450","50","50","https://www.lcsc.com/product-detail/C46472852.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","43V","100nA@30.1V","40.85V~45.15V","-55℃~+150℃","150Ω","375Ω","-"
"C46472853","BZX84C27","TECH PUBLIC","2600","50","50","https://www.lcsc.com/product-detail/C46472853.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","27V","100nA","25.1V~28.9V","-55℃~+150℃","80Ω","300Ω","-"
"C46472854","BZX84C30","TECH PUBLIC","2000","50","50","https://www.lcsc.com/product-detail/C46472854.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","30V","100nA@21V","28V~32V","-55℃~+150℃","80Ω","300Ω","-"
"C46472855","BZX84C36","TECH PUBLIC","2200","50","50","https://www.lcsc.com/product-detail/C46472855.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","36V","100nA","34V~38V","-55℃~+150℃","90Ω","350Ω","-"
"C46472857","BZX84C10LT1G-TP","TECH PUBLIC","1750","50","50","https://www.lcsc.com/product-detail/C46472857.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","10V","200nA","9.4V~10.6V","-55℃~+150℃","20Ω","150Ω","-"
"C46472858","BZX84C9V1LT1G-TP","TECH PUBLIC","2750","50","50","https://www.lcsc.com/product-detail/C46472858.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","9.1V","500nA@6V","8.5V~9.6V","-55℃~+150℃","15Ω","100Ω","-"
"C46472859","BZX84C7V5LT1G-TP","TECH PUBLIC","2300","50","50","https://www.lcsc.com/product-detail/C46472859.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","7.5V","1uA","7V~7.9V","-55℃~+150℃","15Ω","80Ω","-"
"C46472860","BZX84C6V8LT1G-TP","TECH PUBLIC","4600","50","50","https://www.lcsc.com/product-detail/C46472860.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","6.8V","2uA@4V","6.4V~7.2V","-55℃~+150℃","15Ω","80Ω","-"
"C46472861","BZX84C6V2LT1G-TP","TECH PUBLIC","1550","50","50","https://www.lcsc.com/product-detail/C46472861.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","6.2V","3uA@4V","5.8V~6.6V","-55℃~+150℃","10Ω","150Ω","-"
"C46472862","BZX84C5V6LT1G-TP","TECH PUBLIC","1900","50","50","https://www.lcsc.com/product-detail/C46472862.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","5.6V","1uA","5.2V~6V","-55℃~+150℃","40Ω","400Ω","-"
"C46472863","BZX84C5V1LT1G-TP","TECH PUBLIC","10100","50","50","https://www.lcsc.com/product-detail/C46472863.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","5.1V","2uA@2V","4.8V~5.4V","-55℃~+150℃","60Ω","480Ω","-"
"C46472864","BZX84C4V7LT1G-TP","TECH PUBLIC","2500","50","50","https://www.lcsc.com/product-detail/C46472864.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","4.7V","3uA@2V","4.4V~5V","-55℃~+150℃","80Ω","500Ω","-"
"C46472865","BZX84C4V3LT1G-TP","TECH PUBLIC","1650","50","50","https://www.lcsc.com/product-detail/C46472865.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","4.3V","3uA@1V","4V~4.6V","-55℃~+150℃","90Ω","600Ω","-"
"C46472866","BZX84C3V9LT1G-TP","TECH PUBLIC","1050","50","50","https://www.lcsc.com/product-detail/C46472866.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","3.9V","3uA","3.7V~4.1V","-55℃~+150℃","90Ω","600Ω","-"
"C46472867","BZX84C3V3LT1G-TP","TECH PUBLIC","2300","50","50","https://www.lcsc.com/product-detail/C46472867.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","3.3V","5uA@1V","3.1V~3.5V","-55℃~+150℃","95Ω","600Ω","-"
"C46472868","BZX84C3V0LT1G-TP","TECH PUBLIC","2200","50","50","https://www.lcsc.com/product-detail/C46472868.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","3V","10uA@1V","2.8V~3.2V","-55℃~+150℃","95Ω","600Ω","-"
"C46472869","BZX84C2V7LT1G-TP","TECH PUBLIC","1700","50","50","https://www.lcsc.com/product-detail/C46472869.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","2.7V","20uA@1V","2.5V~2.9V","-55℃~+150℃","100Ω","600Ω","-"
"C46472870","BZX84C2V4LT1G-TP","TECH PUBLIC","1950","50","50","https://www.lcsc.com/product-detail/C46472870.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","2.4V","50uA","2.2V~2.6V","-55℃~+150℃","100Ω","600Ω","-"
"C46472871","BZX84C20LT1G-TP","TECH PUBLIC","2650","50","50","https://www.lcsc.com/product-detail/C46472871.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","20V","100nA@14V","18.8V~21.2V","-55℃~+150℃","55Ω","225Ω","-"
"C46472872","BZX84C18LT1G-TP","TECH PUBLIC","1900","50","50","https://www.lcsc.com/product-detail/C46472872.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","18V","100nA","16.8V~19.1V","-55℃~+150℃","45Ω","225Ω","-"
"C46472873","BZX84C16LT1G-TP","TECH PUBLIC","1500","50","50","https://www.lcsc.com/product-detail/C46472873.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","16V","100nA","15.3V~17.1V","-55℃~+150℃","40Ω","200Ω","-"
"C46472874","BZX84C12LT1G-TP","TECH PUBLIC","7900","50","50","https://www.lcsc.com/product-detail/C46472874.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","12V","100nA","11.4V~12.7V","-55℃~+150℃","25Ω","150Ω","-"
"C46472875","BZX84C15LT1G-TP","TECH PUBLIC","6150","50","50","https://www.lcsc.com/product-detail/C46472875.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","15V","100nA@10.5V","13.8V~15.6V","-55℃~+150℃","30Ω","200Ω","-"
"C46472876","BZX84C13LT1G-TP","TECH PUBLIC","2300","50","50","https://www.lcsc.com/product-detail/C46472876.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","13V","100nA","12.4V~14.1V","-55℃~+150℃","30Ω","170Ω","-"
"C46472878","BZX84C11LT1G-TP","TECH PUBLIC","8200","50","50","https://www.lcsc.com/product-detail/C46472878.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","11V","100nA@8V","10.4V~11.6V","-55℃~+150℃","20Ω","150Ω","-"
"C46472883","BZX84C43LT1G-TP","TECH PUBLIC","2600","50","50","https://www.lcsc.com/product-detail/C46472883.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","43V","100nA","40.85V~45.15V","-55℃~+150℃","150Ω","375Ω","-"
"C46472884","BZX84C27LT1G-TP","TECH PUBLIC","2400","50","50","https://www.lcsc.com/product-detail/C46472884.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","27V","100nA@18.9V","25.1V~28.9V","-55℃~+150℃","80Ω","300Ω","-"
"C46472885","BZX84C30LT1G-TP","TECH PUBLIC","2700","50","50","https://www.lcsc.com/product-detail/C46472885.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","30V","100nA","28V~32V","-55℃~+150℃","80Ω","300Ω","-"
"C46472886","BZX84C36LT1G-TP","TECH PUBLIC","2100","50","50","https://www.lcsc.com/product-detail/C46472886.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","36V","100nA@25.2V","34V~38V","-55℃~+150℃","90Ω","350Ω","-"
"C46472887","BZX84C39LT1G-TP","TECH PUBLIC","2400","50","50","https://www.lcsc.com/product-detail/C46472887.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","39V","100nA","37V~41V","-55℃~+150℃","130Ω","350Ω","-"
"C46472936","MMSZ5223BT1G-TP","TECH PUBLIC","2050","50","50","https://www.lcsc.com/product-detail/C46472936.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","2.7V","75uA@1V","2.57V~2.84V","-55℃~+150℃","30Ω","1.3kΩ","-"
"C46472937","MMSZ5225BT1G-TP","TECH PUBLIC","2100","50","50","https://www.lcsc.com/product-detail/C46472937.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","3V","50uA@1V","2.85V~3.15V","-55℃~+150℃","29Ω","1.6kΩ","-"
"C46472938","MMSZ5226BT1G-TP","TECH PUBLIC","3800","50","50","https://www.lcsc.com/product-detail/C46472938.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","3.3V","25uA@1V","3.14V~3.47V","-55℃~+150℃","28Ω","1.6kΩ","-"
"C46472939","MMSZ5227BT1G-TP","TECH PUBLIC","3200","50","50","https://www.lcsc.com/product-detail/C46472939.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","3.6V","15uA@1V","3.42V~3.78V","-55℃~+150℃","24Ω","1.7kΩ","-"
"C46472940","MMSZ5229BT1G-TP","TECH PUBLIC","4200","50","50","https://www.lcsc.com/product-detail/C46472940.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","4.3V","5uA@1V","4.09V~4.52V","-55℃~+150℃","22Ω","2kΩ","-"
"C46472941","MMSZ5230BT1G-TP","TECH PUBLIC","3300","50","50","https://www.lcsc.com/product-detail/C46472941.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","4.7V","5uA@2V","4.47V~4.94V","-55℃~+150℃","19Ω","1kΩ","-"
"C46472942","MMSZ5231BT1G-TP","TECH PUBLIC","5700","50","50","https://www.lcsc.com/product-detail/C46472942.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","5.1V","5uA@2V","4.85V~5.36V","-55℃~+150℃","17Ω","1.6kΩ","-"
"C46472943","MMSZ5232BT1G-TP","TECH PUBLIC","1750","50","50","https://www.lcsc.com/product-detail/C46472943.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","5.6V","5uA@3V","5.32V~5.88V","-55℃~+150℃","11Ω","1.6kΩ","-"
"C46472944","MMSZ5234BT1G-TP","TECH PUBLIC","2350","50","50","https://www.lcsc.com/product-detail/C46472944.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","6.2V","5uA@4V","5.89V~6.51V","-55℃~+150℃","7Ω","1kΩ","-"
"C46472945","MMSZ5235BT1G-TP","TECH PUBLIC","1250","50","50","https://www.lcsc.com/product-detail/C46472945.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","6.8V","3uA@5V","6.46V~7.14V","-55℃~+150℃","5Ω","750Ω","-"
"C46472946","MMSZ5236BT1G-TP","TECH PUBLIC","6000","50","50","https://www.lcsc.com/product-detail/C46472946.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","7.5V","3uA@6V","7.13V~7.88V","-55℃~+150℃","6Ω","500Ω","-"
"C46472947","MMSZ5237BT1G-TP","TECH PUBLIC","4100","50","50","https://www.lcsc.com/product-detail/C46472947.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","8.2V","3uA@6.5V","7.79V~8.61V","-55℃~+150℃","8Ω","500Ω","-"
"C46472948","MMSZ5240BT1G-TP","TECH PUBLIC","2300","50","50","https://www.lcsc.com/product-detail/C46472948.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","10V","3uA@8V","9.5V~10.5V","-55℃~+150℃","17Ω","600Ω","-"
"C46472949","MMSZ5241BT1G-TP","TECH PUBLIC","1600","50","50","https://www.lcsc.com/product-detail/C46472949.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","11V","2uA@8.4V","10.45V~11.55V","-55℃~+150℃","22Ω","600Ω","±5%"
"C46472950","MMSZ5242BT1G-TP","TECH PUBLIC","2650","50","50","https://www.lcsc.com/product-detail/C46472950.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","12V","1uA@9.1V","11.4V~12.6V","-55℃~+150℃","30Ω","600Ω","-"
"C46472951","MMSZ5243BT1G-TP","TECH PUBLIC","1650","50","50","https://www.lcsc.com/product-detail/C46472951.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","13V","500nA@9.9V","12.35V~13.65V","-55℃~+150℃","13Ω","600Ω","-"
